Proveedor,Factura_Numero,Mes_Servicio,Anexo,Cliente,Tipo_Factura,Monto_Teórico,Monto_Factura,Monto_Certificado,Monto_Pagado,OC_Numero,Certificacion_Numero,Fecha_Envio_Certificacion,SAP_Documento,Fecha_Envio_Factura,Fecha_Obligacion_Pago,Fecha_Programada_Pago,Fecha_Desembolso,Estado_Factura,Control_Estado,Responsable_Bloqueo,Responsable_Gestion,Accion,Comentario_Gestion
CSI Renting,Pendiente,2025-02-01,7,INTEGRATEL PERÚ, BUYOUT ,8302.00,8302.00,8302.00,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-02-01,10,PESQUERA EXALMAR S.A.A., BUYOUT ,5174.00,5174.00,5174.00,0.00,9406099594,0,,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
CSI Renting,Pendiente,2025-10-01,5,ACEROS AREQUIPA, ADICIONAL ,472.45,472.45,472.45,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-11-01,5,ACEROS AREQUIPA, ADICIONAL ,472.45,472.45,472.45,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-12-01,5,ACEROS AREQUIPA, ADICIONAL ,472.45,472.45,472.45,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-03-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-04-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-05-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-06-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-07-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-08-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-09-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-10-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-11-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
CSI Renting,Pendiente,2025-12-01,7,INTEGRATEL PERÚ, ADICIONAL ,1150.43,1150.43,1150.43,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
HPEFS,F001-00643675,2024-10-31,799,CYRUS TRADING S.A.C., ADICIONAL ,6676.70,6676.70,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00648975,2024-11-30,799,CYRUS TRADING S.A.C., ADICIONAL ,6676.70,6676.70,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00654009,2024-12-31,799,CYRUS TRADING S.A.C., ADICIONAL ,6676.70,6676.70,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659480,2025-01-31,799,CYRUS TRADING S.A.C., ADICIONAL ,6676.70,6676.70,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695161,2025-09-30,853,CORPORACION PESQUERA INCA S.A.C. COPEINCA S.A.C.  , ADICIONAL ,1969.84,1969.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704798,2025-10-31,853,CORPORACION PESQUERA INCA S.A.C. COPEINCA S.A.C.  , ADICIONAL ,1969.84,1969.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712744,2025-11-30,853,CORPORACION PESQUERA INCA S.A.C. COPEINCA S.A.C.  , ADICIONAL ,1969.84,1969.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718320,2025-12-31,853,CORPORACION PESQUERA INCA S.A.C. COPEINCA S.A.C.  , ADICIONAL ,1969.84,1969.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00628398,2024-07-31,866,CAJA MUNICIPAL DE AHORRO Y CREDITO DE TRUJILLO SA - CAJA TRUJILLO  , ADICIONAL ,687.38,687.38,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712760,2025-11-01,868,COSTA DEL SOL S.A., REGULAR ,650.94,650.94,650.94,650.94,9402939014,5047549379,2025-12-15,1300078839,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00712760,2025-11-01,868,COSTA DEL SOL S.A., REGULAR ,99.25,99.25,99.25,99.25,9402943558,5047549385,2025-12-15,1300078839,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00718336,2025-12-01,868,COSTA DEL SOL S.A., REGULAR ,650.94,650.94,650.94,650.94,9402939014,5047673814,2026-01-06,1300001714,2025-12-05,2026-02-13,,,PAGADA,VENCIDA,,,OK,
HPEFS,F001-00718336,2025-12-01,868,COSTA DEL SOL S.A., REGULAR ,99.25,99.25,99.25,99.25,9402943558,5047683591,2026-01-06,1300001714,2025-12-05,2026-02-13,,,PAGADA,VENCIDA,,,OK,
HPEFS,F001-00722602,2026-01-01,868,COSTA DEL SOL S.A., REGULAR ,650.94,650.94,650.94,0.00,9402939014,5047907009,2026-02-10,1300010570,2026-01-09,2025-03-13,,,PROGRAMADA_PAGO,VENCIDA,,,Seguimiento a desembolso,
HPEFS,F001-00722602,2026-01-01,868,COSTA DEL SOL S.A., REGULAR ,99.25,99.25,99.25,0.00,9402943558,5047907416,2026-02-10,1300010570,2026-01-09,2025-03-13,,,PROGRAMADA_PAGO,VENCIDA,,,Seguimiento a desembolso,
HPEFS,F001-00674462,2025-04-30,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679374,2025-05-31,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680474,2025-06-30,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689174,2025-07-31,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00693649,2025-08-31,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695168,2025-09-30,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704800,2025-10-31,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712751,2025-11-30,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718327,2025-12-31,869,QS CONSUMO S.A.C., ADICIONAL ,381.03,381.03,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00633206,2024-08-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00634918,2024-09-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00643644,2024-10-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00648949,2024-11-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00653982,2024-12-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659453,2025-01-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660763,2025-02-28,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665652,2025-03-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00674455,2025-04-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679367,2025-05-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680469,2025-06-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689169,2025-07-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00693644,2025-08-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695163,2025-09-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704861,2025-10-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712746,2025-11-30,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718322,2025-12-31,871,LAIVE, ADICIONAL ,686.34,686.34,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00638433,2024-09-30,874,KOMATSU-MITSUI MAQUINARIAS PERU S.A., DAÑO ,1299.80,1299.80,0.00,0.00,0,0,,0,,,,,PENDIENTE_OC,VENCIDA,,,Solicitar emisión de OC,
HPEFS,F001-00704746,2025-10-31,876,MEDIC SER S.A.C.  , ADICIONAL ,2218.83,2218.83,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712745,2025-11-30,876,MEDIC SER S.A.C.  , ADICIONAL ,2218.83,2218.83,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718321,2025-12-31,876,MEDIC SER S.A.C.  , ADICIONAL ,2218.83,2218.83,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712801,2025-11-01,886,TACNA SOLAR SAC, REGULAR ,44.37,44.37,44.37,44.37,9403050971,5047548781,2025-12-15,1300078852,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00712801,2025-11-01,886,TACNA SOLAR SAC, REGULAR ,59.94,59.94,59.94,59.94,9403052563,5047548783,2025-12-15,1300078852,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00718377,2025-12-01,886,TACNA SOLAR SAC, REGULAR ,44.37,44.37,44.37,44.37,9403050971,5047683592,2026-01-06,1300001705,2025-12-05,2026-02-13,,,PAGADA,VENCIDA,,,OK,
HPEFS,F001-00718377,2025-12-01,886,TACNA SOLAR SAC, REGULAR ,59.94,59.94,59.94,59.94,9403052563,5047679308,2026-01-06,1300001705,2025-12-05,2026-02-13,,,PAGADA,VENCIDA,,,OK,
HPEFS,F001-00722643,2026-01-01,886,TACNA SOLAR SAC, REGULAR ,44.37,44.37,44.37,0.00,9403050971,5047907134,2026-02-10,1300008915,2026-01-09,2025-03-13,,,PROGRAMADA_PAGO,VENCIDA,,,Seguimiento a desembolso,
HPEFS,F001-00722643,2026-01-01,886,TACNA SOLAR SAC, REGULAR ,59.94,59.94,59.94,0.00,9403052563,5047909429,2026-02-10,1300008915,2026-01-09,2025-03-13,,,PROGRAMADA_PAGO,VENCIDA,,,Seguimiento a desembolso,
HPEFS,F001-00679381,2025-05-31,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680480,2025-06-30,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689180,2025-07-31,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00693655,2025-08-31,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695173,2025-09-30,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704751,2025-10-31,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712757,2025-11-30,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718333,2025-12-31,887,BANCO DE CREDITO DEL PERU, ADICIONAL ,2656.25,2656.25,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712747,2025-11-01,889,AGP PERU S.A.C EN LIQUIDACIÓN, REGULAR ,292.18,292.18,292.18,292.18,9403067855,5047548785,2025-12-15,1300078824,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00712747,2025-11-01,889,AGP PERU S.A.C EN LIQUIDACIÓN, REGULAR ,83.53,83.53,83.53,83.53,9403067800,5047549480,2025-12-15,1300078824,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00718323,2025-12-31,889,AGP PERU S.A.C EN LIQUIDACIÓN, ADICIONAL ,81.61,81.61,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00618981,2024-06-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00628386,2024-07-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00633215,2024-08-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00634925,2024-09-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00643650,2024-10-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00648954,2024-11-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00653987,2024-12-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659458,2025-01-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660768,2025-02-28,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665657,2025-03-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00674460,2025-04-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679372,2025-05-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680472,2025-06-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689172,2025-07-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00693647,2025-08-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695166,2025-09-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00708330,2025-10-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712749,2025-11-30,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718325,2025-12-31,895,CORPORACION EL GOLF , ADICIONAL ,476.84,476.84,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00643658,2024-10-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00648961,2024-11-30,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00653994,2024-12-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659465,2025-01-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660774,2025-02-28,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665662,2025-03-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00674464,2025-04-30,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679376,2025-05-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680476,2025-06-30,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689176,2025-07-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00693651,2025-08-31,897,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT, ADICIONAL ,2257.79,2257.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
